ID,Label,Label_Confidence
944245168,Positive,0.6664
255527395,Positive,1.0
137932298,Highly positive,0.3368
434737219,Negative,0.6762
509327040,Negative,0.6629
280135269,Positive,0.6711
422448455,Positive,1.0
496687096,Neutral,0.3369
565857816,Positive,0.6616
890582981,Highly positive,0.6698
602147448,Negative,1.0
311446699,Positive,0.6698
614925609,Positive,1.0
703058170,Neutral,0.6691
949793446,Positive,1.0
359025881,Positive,0.6706
567223036,Neutral,1.0
239042580,Negative,0.7978
146937655,Negative,1.0
972331917,Positive,0.3343
294487852,Positive,0.3359
650237941,Negative,0.3394
272543443,Positive,0.3347
185141616,Positive,0.6726
127476714,Positive,1.0
831211948,Positive,0.6627
572052802,Positive,0.6648
705312333,Positive,1.0
871354208,Positive,1.0
726127203,Positive,0.664
747946102,Positive,1.0
140228553,Positive,0.6672
364984466,Neutral,0.6692
885274600,Positive,0.6828
230762092,Positive,0.6729999999999999
389962544,Negative,0.669
146910571,Positive,1.0
904570705,Positive,1.0
831445065,Positive,1.0
885136186,Highly positive,1.0
613140388,Positive,1.0
496111446,Positive,1.0
685723104,Positive,1.0
215622433,Positive,1.0
401548237,Positive,1.0
946488483,Negative,0.6586
759648593,Negative,0.6777
174605148,Positive,0.34
334278776,Positive,0.6717
358582499,Positive,0.7027
922560808,Neutral,1.0
840712064,Positive,1.0
355643402,Negative,0.6627
789088295,Positive,0.6695
226937039,Positive,1.0
859055688,Negative,0.6648
539626341,Neutral,0.6736
556205601,Positive,1.0
158173905,Positive,1.0
937744066,Positive,1.0
963329394,Positive,0.6672
738578250,Negative,0.6719
522136627,Negative,0.6626
872001678,Positive,1.0
822988279,Negative,0.6645
909216653,Negative,0.6655
898703538,Neutral,0.3359
235427797,Positive,1.0
376214277,Positive,1.0
847233362,Positive,0.6651
306971713,Positive,0.6719
824780748,Positive,1.0
895332527,Neutral,0.6665
904212023,Positive,0.6793
562136482,Positive,0.3372
112363393,Positive,1.0
223088756,Negative,0.6635
327209092,Positive,1.0
548685626,Positive,0.3355
150702116,Positive,0.6704
181808943,Positive,0.6764
436051595,Positive,0.6644
657591602,Positive,0.662
381365216,Positive,1.0
863541748,Positive,1.0
255314350,Negative,0.6685
716420950,Positive,0.6641
152459314,Positive,0.3374
235377030,Negative,0.3499
891837121,Highly positive,1.0
953174079,Neutral,0.6725
439681632,Highly negative,0.8415
324086869,Negative,1.0
947768064,Highly positive,1.0
564483112,Neutral,0.6639
495338026,Positive,1.0
840030364,Negative,1.0
521647268,Positive,0.6698
388017545,Positive,1.0
382490942,Positive,1.0
625975085,Neutral,0.3343
537014053,Positive,0.34700000000000003
485055301,Highly negative,1.0
585647670,Positive,1.0
406979642,Positive,1.0
446507816,Positive,1.0
664587039,Positive,0.6667
865315138,Negative,1.0
176999792,Positive,0.6659999999999999
320908119,Positive,0.6681
658344388,Positive,1.0
594814648,Neutral,0.6645
688342908,Positive,1.0
687539130,Highly negative,0.561
177853908,Neutral,0.6805
313698266,Positive,1.0
329257255,Positive,0.6636
334798443,Neutral,1.0
304644709,Negative,0.7588
416321135,Neutral,0.6637
197563335,Negative,0.6814
240440827,Neutral,1.0
290559535,Negative,0.67
646107605,Neutral,0.6634
276865376,Positive,1.0
550190085,Positive,1.0
220763393,Negative,0.336
771951035,Negative,1.0
748227970,Highly positive,0.3424
928864747,Neutral,0.6713
606513577,Positive,1.0
667261132,Positive,1.0
169640252,Positive,0.6381
157792633,Positive,0.6698
898521541,Neutral,0.6581
239476007,Positive,0.6684
642230065,Positive,0.6538
955860889,Positive,0.6673
982959117,Negative,0.3347
358782506,Positive,1.0
163594937,Positive,1.0
175980190,Neutral,0.6659999999999999
919877939,Positive,0.6659999999999999
698760758,Neutral,0.6577
383229455,Negative,0.6779
349719276,Positive,0.6651
983775920,Neutral,0.6631
513330454,Neutral,0.3344
610868418,Positive,0.6611
374462865,Negative,1.0
949947109,Positive,1.0
166627455,Positive,1.0
609598050,Positive,0.6625
223386542,Negative,0.3453
818419041,Positive,1.0
129969417,Positive,0.6719
662649686,Positive,1.0
478118311,Positive,0.7603
415630104,Positive,0.5551
485759220,Positive,0.6661
640177398,Neutral,0.3359
882546739,Neutral,0.6618
610581413,Positive,0.6654
655297436,Positive,0.6726
653669102,Positive,1.0
259071508,Neutral,0.6712
522062809,Neutral,0.6627
595140880,Positive,0.6795
893107317,Positive,1.0
155846475,Positive,1.0
378390206,Positive,1.0
641648814,Positive,1.0
411903232,Positive,0.6729
756363898,Positive,0.6557
490111474,Positive,0.6395
271029753,Negative,0.6617
275270931,Positive,1.0
355289393,Positive,0.6721
926877477,Highly positive,0.6674
775487510,Positive,0.9197
922722115,Neutral,0.6607
455255838,Positive,0.6642
625878036,Positive,0.6702
447188801,Negative,0.3393
984131164,Positive,1.0
774262501,Highly positive,1.0
456567262,Neutral,0.6658
220965292,Neutral,1.0
141305532,Neutral,1.0
976069055,Positive,1.0
918504543,Neutral,0.6698
490670535,Positive,0.6667
141251636,Negative,1.0
913618606,Neutral,0.6585
478201040,Positive,0.6656
573354945,Positive,1.0
498311938,Neutral,0.6617
496182619,Positive,0.6814
618901380,Positive,0.67
128660861,Positive,1.0
577852409,Neutral,0.6699
312617885,Positive,0.3333
995823610,Positive,0.3378
301388220,Positive,1.0
741723439,Negative,0.6697
270570149,Positive,0.6693
276677182,Positive,0.6812
202258695,Positive,1.0
728700893,Neutral,0.6644
427985170,Positive,0.3386
634455990,Negative,0.6685
714159103,Positive,0.339
754387987,Negative,0.3395
824612180,Highly negative,0.6668
958880645,Neutral,0.664
314318284,Positive,0.6635
593636644,Positive,0.6684
810628008,Positive,1.0
418467019,Positive,1.0
743522562,Positive,1.0
305118567,Highly negative,0.338
736962396,Neutral,0.6641
174037737,Negative,0.6666
701417548,Positive,0.6689
172773805,Positive,0.6619
413872496,Positive,0.6583
194712883,Neutral,0.6645
143689000,Positive,1.0
714672065,Positive,0.6638
229491662,Negative,0.3354
346888282,Neutral,0.6535
128255919,Negative,1.0
733763364,Positive,1.0
885106638,Positive,0.6679
497784886,Neutral,0.6683
495496051,Positive,0.6634
551044080,Neutral,0.6651
117030058,Positive,1.0
909029932,Positive,1.0
487394181,Positive,0.6561
653397199,Neutral,0.6647
818577839,Positive,0.6794
954144945,Neutral,0.6704
296376275,Positive,0.6631
867285102,Neutral,0.6723
848830180,Positive,1.0
657177010,Neutral,1.0
773539428,Positive,0.6674
191184265,Positive,1.0
923806027,Negative,0.3395
672958069,Positive,0.6596
976931432,Neutral,0.6641
205272366,Positive,0.6722
920912046,Positive,0.5589999999999999
158374272,Positive,0.6617
392016006,Positive,0.6667
414502369,Negative,0.6654
460966045,Positive,0.6791
462340347,Positive,1.0
740629455,Positive,1.0
903065278,Positive,1.0
185812567,Negative,1.0
767668523,Positive,1.0
881972780,Negative,0.6666
178203045,Positive,1.0
202948791,Negative,0.6579999999999999
966273421,Positive,1.0
673981337,Negative,1.0
256556078,Positive,0.3427
927978722,Neutral,0.3372
322424450,Positive,0.3407
625673434,Positive,1.0
578201638,Positive,1.0
157303815,Positive,1.0
341314830,Positive,0.6776
155291543,Positive,0.6709999999999999
227035714,Positive,1.0
419212437,Negative,0.6721
157761204,Positive,1.0
559814290,Positive,0.6675
612904586,Positive,1.0
508268718,Positive,1.0
283950058,Negative,0.6658
965752144,Negative,0.6673
500768530,Positive,0.6629
340269983,Positive,1.0
583612623,Positive,0.6819
922682476,Highly positive,0.6647
819288765,Positive,1.0
320768461,Positive,0.6668
605799950,Positive,0.6688
367181009,Positive,0.3388
135244930,Positive,0.6662
624300610,Positive,0.6679
310750456,Positive,1.0
127417680,Neutral,0.6619
669820780,Positive,1.0
585774317,Positive,1.0
189411241,Positive,0.6659999999999999
634831313,Neutral,0.6654
838536270,Positive,1.0
384834930,Neutral,1.0
312161660,Positive,1.0
916070635,Positive,0.6702
733941235,Positive,1.0
650591910,Negative,1.0
178627885,Highly negative,0.6695
480844938,Positive,0.3385
134756953,Positive,1.0
499960591,Positive,1.0
471732236,Positive,0.6584
524376003,Positive,0.6714
726968219,Neutral,0.6539
640784557,Positive,0.6695
470551006,Positive,0.6698
331630569,Neutral,0.6638
168670425,Highly positive,0.6688
693522701,Neutral,0.6459999999999999
928927959,Neutral,0.6625
497238359,Neutral,0.6617
303469155,Positive,1.0
439748059,Negative,1.0
156877103,Neutral,0.6731
684461841,Positive,0.6643
407644609,Negative,0.6633
523652001,Highly negative,1.0
419140261,Positive,0.6744
909186012,Positive,0.6983
830411233,Highly positive,0.6738
376655113,Positive,0.6692
549664296,Negative,1.0
366710209,Positive,1.0
291186200,Positive,0.6712
985376324,Positive,1.0
291244198,Positive,0.6711
678942847,Positive,0.6696
503200120,Negative,1.0
810098909,Neutral,0.6625
718623573,Neutral,0.6657
654122599,Neutral,0.6635
351585174,Positive,1.0
279685299,Positive,1.0
589759340,Positive,0.8424
816129290,Positive,1.0
203465628,Neutral,0.6754
496809315,Positive,1.0
135906178,Positive,1.0
212050117,Positive,0.6679999999999999
498914295,Positive,1.0
886265993,Positive,0.6635
370447241,Positive,1.0
632740153,Positive,0.6676
160473342,Positive,0.6708
349195124,Neutral,0.3367
338810400,Negative,0.6662
380997250,Positive,0.6633
231641237,Positive,0.6663
486889090,Positive,0.6691
368138298,Positive,0.6682
826810074,Positive,0.6712
430353466,Negative,0.6644
229069737,Neutral,0.6662
502047510,Neutral,0.6595
276604797,Positive,1.0
305085583,Positive,0.6819
970151820,Positive,1.0
885395119,Positive,1.0
270050108,Positive,0.338
709233096,Positive,1.0
887362281,Negative,0.6648
726384072,Positive,1.0
382540770,Neutral,0.6634
242889873,Positive,0.6681
835177734,Positive,0.6627
452670943,Negative,1.0
111775885,Positive,0.6659999999999999
397006257,Negative,1.0
751699169,Negative,0.6802
598267768,Positive,0.6643
222963031,Positive,1.0
934252338,Negative,0.3364
497602094,Positive,0.6779
301304873,Positive,1.0
434716689,Positive,1.0
218376356,Positive,0.6643
642398649,Positive,1.0
303740167,Positive,1.0
523932374,Positive,1.0
999900708,Positive,1.0
733204985,Negative,0.6703
997862761,Negative,0.3366
372758922,Negative,0.6626
481833200,Positive,0.34
926295698,Neutral,0.6645
232077633,Positive,1.0
323534246,Negative,0.3466
824727098,Positive,1.0
508316545,Highly negative,0.6659
420233614,Positive,1.0
632565299,Positive,1.0
225319488,Positive,0.334
363660819,Positive,0.6694
137004108,Neutral,0.6634
149786177,Positive,0.6674
436937872,Negative,0.6599
613013038,Positive,0.6643
524688110,Positive,1.0
820202393,Neutral,0.667
479079508,Negative,0.6693
835000857,Positive,0.3349
493849277,Neutral,0.6653
959088913,Positive,0.6661
632314412,Neutral,0.6632
812974303,Negative,0.7193
498532697,Highly negative,0.5223
979973658,Positive,0.6722
208479862,Positive,1.0
397071946,Positive,0.6759999999999999
799611541,Highly negative,0.3351
971256251,Positive,1.0
686632700,Positive,1.0
939835144,Positive,0.667
261008122,Positive,0.6709999999999999
184683558,Negative,0.6651
589962743,Positive,0.6652
678976431,Highly positive,0.6619
500421979,Neutral,0.6646
279155072,Positive,0.6715
686431503,Positive,1.0
270965540,Positive,1.0
140487077,Negative,1.0
869356254,Negative,0.6686
367906713,Positive,0.6642
553616252,Positive,0.7633
610410118,Highly positive,0.6769
747609238,Positive,1.0
371840698,Neutral,0.6633
190580937,Positive,0.6832
939731123,Positive,1.0
308543930,Positive,0.5157
152225799,Positive,0.67
323592159,Positive,0.6669
424259761,Positive,0.6706
643501699,Positive,1.0
173754961,Positive,0.3359
374000805,Neutral,0.6649
547402635,Neutral,0.6631
694789508,Positive,0.3357
307986884,Positive,0.8370000000000001
606132397,Negative,0.3419
507464129,Positive,0.6637
861030282,Positive,0.67
143135996,Neutral,0.6592
832186378,Neutral,0.6631
837862209,Positive,0.6697
868239790,Positive,0.6649
172234802,Negative,0.3353
170772938,Positive,0.6674
531968296,Positive,1.0
392281775,Neutral,0.6634
427673424,Positive,1.0
947816620,Neutral,0.6632
995377581,Positive,0.6828
486590787,Neutral,0.6662
946100893,Positive,1.0
509845694,Positive,0.6661
974564864,Neutral,0.6497
999442992,Neutral,0.3344
641975528,Positive,0.339
459186750,Negative,1.0
483282354,Positive,1.0
233244567,Negative,0.6684
863602118,Negative,0.6708
175678953,Positive,1.0
300026656,Positive,1.0
284670587,Positive,0.6624
743245204,Neutral,0.6647
264872235,Positive,1.0
533278543,Positive,1.0
948578134,Negative,0.3402
640321183,Positive,0.6654
260970203,Positive,1.0
677516122,Positive,1.0
269700365,Negative,0.6641
293262053,Neutral,0.6702
315725351,Positive,0.6711
339577352,Negative,1.0
358929025,Negative,0.6688
334149993,Positive,1.0
605009540,Neutral,0.6659999999999999
788090626,Positive,0.6669
783373015,Neutral,0.6641
576622985,Positive,0.6638
625672839,Positive,0.5978
892215612,Neutral,0.679
136006373,Positive,1.0
590716431,Positive,1.0
699258951,Positive,0.6711
713107949,Negative,1.0
522791115,Positive,0.6654
849479144,Positive,1.0
179742004,Highly positive,0.6648
963237847,Negative,0.6638
489071960,Neutral,0.6747
326015175,Highly positive,0.3364
261272628,Negative,1.0
851039793,Positive,1.0
461065383,Neutral,0.3347
613557508,Positive,0.6663
473901707,Positive,0.6709
760416589,Positive,0.3372
125611882,Neutral,0.6616
919287632,Positive,0.6788
972282323,Negative,1.0
957988840,Neutral,0.6669
967518922,Highly negative,0.3363
633214907,Positive,1.0
998909532,Positive,1.0
725206762,Positive,1.0
376887865,Positive,1.0
425772334,Positive,1.0
481898128,Highly positive,0.6675
853844859,Negative,0.3367
543995358,Positive,1.0
256068883,Positive,0.6684
944224774,Positive,0.6656
353317699,Highly negative,1.0
282317580,Negative,0.6718
245376054,Positive,1.0
649076662,Positive,1.0
467218643,Positive,0.6602
642291444,Positive,1.0
119250911,Positive,0.6662
333095765,Highly positive,0.3418
718489913,Positive,1.0
210680113,Positive,1.0
614453206,Positive,1.0
309442172,Positive,0.6692
302751537,Positive,1.0
477169797,Positive,1.0
723726001,Positive,1.0
633485257,Negative,0.3363
744937942,Positive,1.0
409971488,Neutral,0.6651
447387760,Positive,1.0
755713639,Positive,1.0
399711286,Positive,1.0
951495720,Positive,0.6659999999999999
424194365,Neutral,0.6652
752210344,Positive,0.6677
248545634,Positive,0.8418
489408096,Positive,1.0
371306828,Negative,0.3385
509692191,Positive,0.6643
675691060,Positive,1.0
850119244,Neutral,0.6614
742174293,Positive,0.6724
263116125,Negative,0.3389
111331254,Positive,1.0
848496207,Positive,0.6712
347581743,Neutral,0.6577
782783275,Neutral,0.6626
577981774,Positive,0.3353
117942412,Highly negative,1.0
343245175,Negative,0.5231
670048045,Positive,1.0
392709038,Positive,0.6681
171038556,Positive,1.0
769317694,Negative,1.0
460929616,Highly positive,0.3343
768707306,Positive,0.6626
555370287,Neutral,0.3347
893158376,Positive,0.6737
662392559,Positive,0.6785
299246622,Negative,1.0
835177101,Negative,0.6644
523688551,Neutral,0.6702
758700413,Negative,0.6667
280494616,Negative,0.5196
425920826,Negative,0.6653
619516741,Negative,0.3392
855354371,Negative,0.6584
790993517,Positive,0.665
734972069,Highly negative,0.6671
154814109,Positive,0.6628
744430055,Neutral,0.6625
256235164,Positive,0.6688
907265146,Positive,0.6644
923025303,Negative,0.3382
181361459,Negative,0.6715
723344167,Negative,1.0
835561422,Negative,0.6653
316791127,Positive,1.0
268739431,Neutral,0.3356
252434326,Positive,0.6744
714519688,Positive,1.0
977701985,Positive,1.0
660680152,Positive,1.0
936870479,Positive,0.5975
466730737,Negative,0.3363
596297540,Positive,0.664
973741225,Positive,1.0
930728930,Positive,1.0
829693612,Neutral,1.0
330473678,Highly negative,0.341
752071615,Positive,1.0
972593318,Positive,0.6707
446879742,Negative,0.6728
986274097,Positive,0.6659999999999999
803668516,Positive,0.8022
709232774,Positive,0.6703
889886229,Positive,0.6639
925223190,Positive,0.6736
315196657,Negative,0.6628
427010811,Positive,0.341
994248174,Positive,1.0
528319217,Highly negative,0.6777
851296706,Neutral,1.0
136032875,Highly positive,0.3388
152227692,Positive,0.6735
256186213,Positive,1.0
978070186,Positive,1.0
192492734,Positive,0.6706
221255193,Positive,0.6796
533384068,Neutral,0.6646
796828215,Negative,0.6712
775852714,Negative,0.6692
387494841,Positive,0.67
687560021,Positive,1.0
329029870,Positive,0.6745
799638350,Negative,0.6031
301551368,Positive,1.0
807406752,Positive,0.6608
355416302,Neutral,0.6635
877765854,Neutral,0.6644
310138924,Positive,1.0
716364566,Negative,0.6682
977353956,Neutral,0.3382
433463795,Negative,0.335
327132223,Positive,1.0
717763519,Negative,0.6648
339168957,Positive,0.6691
593573334,Positive,1.0
211493438,Positive,1.0
230806940,Negative,0.6682
165161942,Positive,1.0
907721097,Positive,1.0
530386589,Negative,0.6734
361577350,Positive,1.0
413051192,Positive,1.0
656397575,Positive,0.662
864329197,Negative,0.6637
763962866,Negative,1.0
876187427,Positive,1.0
722454853,Positive,0.6695
634851238,Highly positive,0.6692
628296662,Positive,0.3366
251579732,Negative,0.6729999999999999
668325305,Negative,1.0
569457305,Negative,0.679
302457995,Positive,0.6724
451119748,Highly positive,0.6656
951555137,Positive,0.6756
762265856,Positive,1.0
908439120,Positive,0.6619
384047180,Positive,0.6712
563283169,Positive,1.0
730190388,Positive,0.3347
409185484,Neutral,0.6659
839301743,Positive,0.6605
639641864,Neutral,0.6627
565138219,Positive,1.0
453673693,Highly negative,0.6816
556041233,Neutral,0.6599
894584031,Positive,0.679
116839159,Positive,0.6581
675775008,Positive,0.64
356325185,Neutral,1.0
205705355,Positive,0.672
882114922,Positive,0.6009
594751565,Positive,1.0
322506778,Negative,0.6697
965549023,Positive,1.0
597695919,Highly positive,0.6658
349013816,Positive,1.0
465951360,Negative,0.3357
495162013,Positive,0.3421
157600377,Positive,0.6697
290767894,Positive,0.6783
651664802,Positive,0.6681
681219744,Positive,0.6712
960580292,Positive,0.6715
587847229,Neutral,0.6702
217596295,Positive,0.3385
928356670,Positive,0.3428
293348082,Positive,1.0
587828880,Positive,0.6634
806993611,Positive,0.664
292815082,Highly positive,0.6021
915887094,Neutral,0.6709
440714884,Positive,0.3356
291220264,Positive,1.0
337268110,Positive,1.0
214047963,Positive,1.0
514168690,Positive,0.6608
805701174,Positive,0.6679999999999999
334112963,Positive,1.0
141826357,Neutral,0.6666
318343513,Positive,0.6712
253837414,Positive,1.0
331556539,Positive,0.6704
188327311,Positive,0.6736
554838527,Negative,0.6684
448867165,Negative,0.3373
918500682,Positive,1.0
736402234,Positive,0.6761
414077239,Negative,0.3366
963524519,Positive,1.0
161338073,Negative,0.3355
383527158,Positive,1.0
888059978,Neutral,0.6693
400637988,Positive,0.6692
998246328,Neutral,0.6617
277332361,Positive,0.6973
833663631,Positive,0.6712
492086899,Positive,0.6713
875274309,Negative,0.6667
635228340,Neutral,0.6672
235512742,Positive,1.0
643605085,Positive,0.6673
974077899,Positive,0.6643
213014653,Positive,1.0
403477971,Neutral,1.0
766949270,Positive,0.6773
245712120,Positive,0.6631
616479790,Positive,1.0
689244681,Negative,1.0
226472551,Positive,0.6626
791892941,Positive,1.0
391327427,Negative,0.3381
912243207,Positive,0.6696
423674874,Neutral,0.3378
735071585,Positive,0.6597
199306245,Negative,0.3379
343155003,Positive,0.6657
703464893,Negative,0.6653
764026315,Positive,0.6658
667225485,Negative,0.3375
117527789,Negative,1.0
311464674,Negative,0.342
121165583,Positive,0.6659999999999999
451057112,Neutral,0.6575
430621271,Positive,0.6576
631056302,Positive,0.6643
496672948,Positive,1.0
212865816,Neutral,0.662
461785809,Negative,0.6653
161261322,Neutral,0.6685
898383378,Neutral,1.0
917294643,Highly positive,0.6684
223117740,Positive,0.6044
879509290,Positive,1.0
691352025,Positive,0.6674
900213100,Positive,0.335
721181023,Positive,0.665
196299765,Positive,0.667
706725541,Negative,0.6614
942739029,Positive,1.0
374147038,Positive,0.3438
641834017,Negative,0.3367
172853793,Positive,0.6627
228397938,Positive,1.0
193803436,Neutral,0.6662
395977085,Positive,0.3381
156288123,Positive,0.6679999999999999
425567290,Positive,0.6689
677551340,Positive,1.0
159023346,Highly positive,0.6021
495539827,Positive,1.0
196817080,Positive,1.0
772723633,Positive,0.3364
523061734,Positive,0.6664
278876316,Positive,1.0
372003776,Positive,1.0
520081603,Positive,0.3368
689943825,Neutral,0.6664
326633514,Positive,1.0
336038516,Positive,0.6609999999999999
943303448,Positive,0.6687
991709317,Neutral,0.664
997263005,Positive,1.0
320212988,Positive,0.6643
610210230,Positive,0.6662
247111814,Positive,0.6682
752855606,Neutral,0.3369
568940663,Positive,1.0
994557490,Positive,1.0
712740381,Positive,0.6874
403648116,Neutral,0.664
793466097,Positive,1.0
915908586,Positive,1.0
665651769,Positive,1.0
929862488,Neutral,0.6613
172526597,Negative,1.0
158797299,Positive,0.6641
893261812,Positive,0.6679
196201030,Positive,0.3371
546322407,Positive,1.0
371230083,Positive,0.6552
146966758,Positive,1.0
850666193,Positive,0.6624
922985668,Positive,0.3361
839194657,Negative,1.0
732446679,Neutral,0.6652
551722942,Positive,1.0
965888950,Neutral,0.6582
397280306,Positive,0.6639
916298823,Positive,0.6803
621284997,Positive,0.6701
965261598,Positive,0.3361
688568320,Positive,1.0
575199261,Neutral,0.6655
378276042,Positive,0.6711
660818990,Positive,1.0
969263773,Highly positive,0.6576
414996307,Neutral,0.6709
488779995,Negative,0.6735
793786246,Positive,0.6665
830482462,Neutral,1.0
352792669,Positive,1.0
540246801,Highly negative,0.7255
680761438,Positive,0.6711
444149886,Positive,1.0
200186984,Positive,1.0
