feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,labels
-0.5590365282295715,-0.18565575843685192,-0.9380027029147068,-0.6879452652023125,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,4,2,2,0,1,0,2,8,3,0
-1.2182543719914858,-0.2506861091692709,1.5853126976990388,-0.2685684473376844,0.7218105224823107,-0.4114531064930479,-0.25194037067217256,7,1,2,0,1,0,0,5,3,0
-1.029906416630939,-0.2444458229878771,0.6240496879414215,-0.6995946212541078,1.0446008125143362,-0.4114531064930479,-0.25194037067217256,1,1,1,0,0,0,0,9,3,0
0.8535731369745312,-0.03358983727973086,0.263576059282315,-0.334581464964524,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,7,1,0,0,0,0,0,9,3,0
-0.7473844835901186,-0.4651548921403293,-0.9380027029147068,-0.8393868938756505,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,2,1,1,1,0,1,0,5,3,0
-1.3124283496717597,-0.34987381584195026,-0.5775290742556002,0.057613522112581986,0.7218105224823107,-0.4114531064930479,-0.25194037067217256,9,2,1,0,0,0,0,8,3,0
-0.9357324389506656,-0.3968401802598084,-0.09689756937679153,0.7604580039042274,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,1,1,1,0,1,1,0,8,3,0
0.6652251816139841,-0.4461055974813379,0.263576059282315,-0.7384258080934252,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,3,1,1,0,0,0,0,1,3,0
-0.18234061750847744,-0.0201239565725128,-0.9380027029147068,-0.2841009220734113,-0.2465603476137659,1.3862523268289002,0.182197529943736,4,1,2,0,0,0,0,3,0,0
1.2302690476956253,-0.29403967632421685,0.263576059282315,1.6147441143692105,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,9,2,2,0,1,0,0,5,3,1
0.5710512039337107,-0.045085101298087744,1.5853126976990388,-0.26080220996982084,0.07622994241825963,1.86564044238142,0.6163354305596446,5,1,2,0,1,1,0,4,0,0
-0.464862550549298,-0.28977000683168425,0.5038918117217194,-0.17537359892332255,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,9,1,1,0,0,0,0,10,3,1
0.006007337852069585,-0.4349387695777912,-0.09689756937679153,-0.10936058129648292,1.367391102546362,-0.4114531064930479,-0.25194037067217256,3,1,2,0,1,0,2,8,3,0
-0.464862550549298,-0.260867628728387,-0.09689756937679153,-0.4588412628503397,0.07622994241825963,3.2338940221875694,0.6163354305596446,7,2,1,0,1,0,0,8,0,0
0.28852927089289016,-0.4388800029555136,0.8643654403808259,2.6942511085022347,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,3,1,0,0,1,0,0,5,3,0
0.3827032485731636,-0.08613961564936233,-0.8178448266950046,0.282834405780623,1.0446008125143362,-0.4114531064930479,-0.25194037067217256,3,1,0,0,0,0,2,6,3,0
-0.653210505909845,-0.4474193419405787,1.705470573918741,0.16245772657873905,-0.5693506376457914,0.4574378529458937,0.182197529943736,4,1,2,0,1,0,0,0,2,1
-1.029906416630939,-0.4070216998189245,0.14341818306261284,-0.7461920454612886,-0.5693506376457914,0.4474506005385496,1.9187491324073704,6,1,1,0,0,1,2,5,1,0
-0.18234061750847744,-0.2395192812657241,-0.8178448266950046,-0.0977112252446877,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,3,1,1,0,0,0,2,6,3,0
1.0419210923350783,-0.08121307392720938,-0.8178448266950046,-0.5209711617932475,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,2,1,2,0,1,0,2,6,3,0
-0.5590365282295715,-0.3935558191117064,-0.5775290742556002,2.752497888761211,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,1,0,3,0,0,0,2,6,3,1
1.0419210923350783,0.8630407561521061,0.3837339355020172,5.008589844125553,-0.5693506376457914,1.1265837642379524,0.182197529943736,1,0,0,0,0,0,0,9,1,0
0.1943552932126166,-0.13441972452646125,-1.4186342077935157,1.968107914606999,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,1,1,1,0,1,0,0,3,3,1
0.006007337852069585,-0.22014155049192252,1.705470573918741,-0.03558132630177982,0.07622994241825963,2.0454109857136147,1.050473331175553,9,0,1,0,1,0,0,4,0,0
1.1360950700153518,-0.4300122278556383,0.263576059282315,0.5002890520808005,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,1,1,0,1,0,0,8,3,1
-0.9357324389506656,-0.12588038554139613,0.263576059282315,0.15469148921087555,2.3357619726424383,-0.4114531064930479,-0.25194037067217256,3,1,0,0,0,1,0,1,3,0
-0.3706885728690245,-0.4474193419405787,-0.9380027029147068,-0.004516376830325885,-0.2465603476137659,0.5672976294266795,0.182197529943736,11,2,2,0,0,0,0,6,2,1
1.6069649584167194,-0.25331359808775245,1.705470573918741,-0.0977112252446877,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,4,1,2,0,1,0,0,5,3,0
1.1360950700153518,-0.4474193419405787,0.3837339355020172,-0.3811788891717049,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,0,1,3,0,0,0,0,1,3,0
-0.5590365282295715,-0.040486995690744994,-1.2984763315738133,-0.7694907575648791,-0.2465603476137659,3.0641107312627187,0.182197529943736,7,2,1,0,1,0,0,8,0,0
-0.2765145951887509,0.20945288767981468,-1.0581605791344089,-0.2336203791822987,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,9,1,1,0,1,0,0,8,3,0
-0.5590365282295715,-0.2703922760578827,-1.5387920840132177,-0.2336203791822987,-0.2465603476137659,2.265130538675186,0.182197529943736,4,2,2,0,1,0,0,3,1,0
-0.08816663982820393,0.1995998042355088,-0.9380027029147068,1.245847839395695,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,2,0,0,0,0,0,8,3,0
-0.8415584612703921,-0.07661496831986662,-0.09689756937679153,2.50397829298958,-0.2465603476137659,3.0041872168186536,0.6163354305596446,7,1,1,0,1,0,0,0,0,1
-0.9357324389506656,-0.4352672056926014,-0.9380027029147068,-0.7190102146737665,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,2,2,1,0,0,0,0,1,3,0
0.8535731369745312,-0.4336250251185504,-0.33721332181619584,-0.6724127904665855,-0.2465603476137659,2.2451560338604977,1.4846112317914617,4,1,1,0,1,0,0,8,1,0
0.1001813155323431,-0.43855156684070334,-0.21705544559649367,0.0032498605375376,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,9,1,1,0,0,0,0,1,3,0
0.5710512039337107,-0.40242359421158175,-0.4573711980358981,-0.5675685860004285,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,7,1,1,0,0,0,2,6,3,0
1.1360950700153518,0.1588737259990444,-0.5775290742556002,-0.6335816036272681,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,5,2,1,0,0,0,2,6,3,0
-0.3706885728690245,-0.4474193419405787,-0.09689756937679153,-0.6102828915236777,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,9,1,1,0,1,1,0,5,3,0
-1.4066023273520332,-0.24378895075825674,1.2248390690399324,-0.7073608586219712,-0.5693506376457914,0.5573103770193353,0.6163354305596446,8,2,1,0,0,0,0,1,2,0
0.1001813155323431,-0.3708937271898029,-0.9380027029147068,-0.6219322475754728,-0.5693506376457914,1.9055894520107963,1.4846112317914617,9,1,1,0,0,0,0,0,0,0
-0.9357324389506656,-0.35841315482701536,0.263576059282315,-0.6568803157308586,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,4,1,2,0,0,0,0,9,3,0
1.4186170030561722,-0.4474193419405787,0.3837339355020172,-0.4044776012752953,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,1,1,0,1,0,1,9,3,0
-1.1240803943112123,-0.4040657747856327,1.705470573918741,-0.6607634344147904,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,9,1,1,0,1,1,0,0,3,0
0.3827032485731636,1.0922891642896233,-1.0581605791344089,-0.5675685860004285,2.3357619726424383,-0.4114531064930479,-0.25194037067217256,2,1,1,0,0,0,0,5,3,0
-0.5590365282295715,0.9904739686984624,-0.8178448266950046,0.4575747465575514,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,3,2,3,0,0,0,2,6,3,0
-1.029906416630939,-0.372864343878664,-0.4573711980358981,-0.12100993734827815,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,6,1,2,0,1,1,2,8,3,0
-0.08816663982820393,-0.4474193419405787,-1.2984763315738133,2.8223940250719823,1.0446008125143362,-0.4114531064930479,-0.25194037067217256,2,0,2,0,0,1,0,3,3,0
-0.9357324389506656,-0.3262264155756161,-0.21705544559649367,-0.6568803157308586,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,1,1,1,0,1,1,2,8,3,0
-0.8415584612703921,6.116376412541202,-0.8178448266950046,1.3895232307011696,0.7218105224823107,-0.4114531064930479,-0.25194037067217256,4,2,2,0,0,0,0,3,3,0
0.4768772262534372,3.769371936107536,0.14341818306261284,-0.1171268186643464,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,7,1,3,0,1,0,0,9,3,0
1.2302690476956253,0.4597212071651846,0.7442075641611237,0.1974057947341247,1.367391102546362,-0.4114531064930479,-0.25194037067217256,4,0,1,0,0,0,0,1,3,0
-1.7832982380731273,-0.4474193419405787,-1.2984763315738133,-0.3073996341770018,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,1,2,1,0,1,0,2,8,3,0
-1.029906416630939,-0.3876439690451229,-1.2984763315738133,-0.4471919067985445,-0.5693506376457914,3.2338940221875694,0.182197529943736,0,1,1,0,1,1,0,8,0,0
2.642878712899728,-0.2349211756583814,1.3449969452596344,-0.2297372604983669,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,5,1,3,0,0,0,1,7,3,0
-0.2765145951887509,-0.2506861091692709,-1.4186342077935157,0.282834405780623,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,1,1,0,1,0,0,3,3,0
-1.3124283496717597,-0.4474193419405787,0.263576059282315,1.141003634929538,0.7218105224823107,-0.4114531064930479,-0.25194037067217256,0,2,1,0,1,0,0,8,3,0
-0.5590365282295715,-0.4454487252517175,-1.6589499602329196,-0.5714517046843602,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,7,0,1,0,0,0,0,3,3,0
-1.2182543719914858,1.7041656461810195,1.2248390690399324,0.403211084982507,-0.5693506376457914,0.3675525812797963,0.182197529943736,9,2,1,0,0,0,0,8,0,0
1.7011389360969928,-0.4027520303263919,-0.9380027029147068,-0.319048990228797,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,7,0,1,0,0,1,1,5,3,0
0.5710512039337107,-0.018481775998461816,-0.8178448266950046,-0.0239319702499846,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,7,1,1,0,1,0,2,8,3,0
1.6069649584167194,1.0962303976673458,0.023260306842910656,-0.6413478409951316,1.0446008125143362,-0.4114531064930479,-0.25194037067217256,5,1,1,0,0,0,1,3,3,0
1.6069649584167194,-0.18565575843685192,-1.1783184553541108,-0.4821399749539302,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,9,0,1,0,1,0,2,6,3,0
1.3244430253758988,-0.4474193419405787,1.5853126976990388,-0.6607634344147904,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,1,1,0,0,0,0,1,3,0
1.3244430253758988,-0.39848236083385935,1.1046811928202305,-0.8432700125595822,1.0446008125143362,-0.4114531064930479,-0.25194037067217256,4,1,2,0,0,1,1,5,3,0
1.7011389360969928,0.028484588419396308,0.8643654403808259,0.6944449862773877,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,5,1,1,0,1,1,0,5,3,0
-0.08816663982820393,-0.4474193419405787,0.3837339355020172,-0.7694907575648791,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,9,0,1,0,0,0,0,1,3,0
-0.653210505909845,-0.4474193419405787,0.5038918117217194,-0.695711502570176,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,7,1,1,0,1,0,2,8,3,0
0.7593991592942577,0.7937407359271546,-0.4573711980358981,-0.3112827528609335,2.012971682610413,-0.4114531064930479,-0.25194037067217256,1,1,1,0,1,0,0,1,3,0
-0.3706885728690245,-0.4474193419405787,1.705470573918741,-0.7889063509845378,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,7,1,2,0,1,0,2,8,3,0
-0.653210505909845,-0.000746225798711195,0.14341818306261284,0.962380175468678,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,4,2,1,0,1,0,0,5,3,0
0.1001813155323431,-0.2152150087697696,-1.7791078364526218,-0.0977112252446877,-0.5693506376457914,3.074097983670063,0.182197529943736,2,1,1,0,0,0,0,6,2,0
0.3827032485731636,-0.18926855569976408,-0.6976869504753024,-0.6762959091505173,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,4,1,2,0,0,0,0,11,3,1
-0.18234061750847744,3.0619205448063727,1.1046811928202305,4.313511599701772,2.012971682610413,-0.4114531064930479,-0.25194037067217256,9,1,1,0,1,0,0,5,3,1
-0.18234061750847744,-0.22375434775483474,-1.2984763315738133,-0.3423477023323874,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,9,2,1,0,1,0,2,6,3,0
0.4768772262534372,-0.19419509742191704,0.263576059282315,1.7467701496228898,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,1,1,0,0,1,0,0,9,3,0
-0.7473844835901186,-0.4474193419405787,-0.8178448266950046,0.5080552894486641,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,0,1,2,0,1,1,0,5,3,0
0.1943552932126166,0.4413287847358136,-0.21705544559649367,-0.8316206565077869,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,1,1,1,0,1,1,2,8,3,0
-0.9357324389506656,-0.05723723754606502,0.3837339355020172,-0.6840621465183807,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,9,2,1,0,1,0,0,9,3,0
-0.464862550549298,-0.372864343878664,-1.0581605791344089,0.3022499992002817,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,4,2,2,0,0,1,0,1,3,0
1.1360950700153518,-0.35151599641600123,-0.4573711980358981,-0.6452309596790633,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,3,0,1,0,0,0,2,6,3,0
-0.653210505909845,0.6367482730478805,0.14341818306261284,0.8808346831061113,-0.2465603476137659,1.86564044238142,1.4846112317914617,4,1,2,0,1,0,0,6,0,1
-1.029906416630939,-0.4270563028223465,-1.5387920840132177,1.6302765891049376,-0.2465603476137659,2.1153217525650243,0.182197529943736,9,2,1,0,1,0,1,3,1,0
1.512790980736446,-0.4474193419405787,-0.8178448266950046,-0.7190102146737665,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,2,6,3,0
-1.2182543719914858,-0.4470909058257685,0.5038918117217194,-0.5054386870575206,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,10,1,1,0,0,0,0,0,3,0
0.4768772262534372,0.5756591556931839,0.263576059282315,-0.4821399749539302,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,4,1,2,0,0,0,0,1,3,0
0.6652251816139841,-0.21587188099939,-0.33721332181619584,-0.5831010607361554,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,1,1,1,0,0,0,2,8,3,0
-0.653210505909845,0.05804383875231401,-0.09689756937679153,0.7099774610131147,-0.5693506376457914,0.15782028072556906,0.182197529943736,9,1,2,0,1,0,0,6,1,1
-0.9357324389506656,-0.5646710349278189,-0.5775290742556002,-0.16760736155545905,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,7,2,0,1,1,1,0,5,3,0
0.28852927089289016,-0.1964941502255884,-1.5387920840132177,-0.13265929340007335,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,7,1,0,0,0,0,0,3,3,0
0.1001813155323431,-0.27203445663193365,0.023260306842910656,-0.4627243815342715,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,1,1,0,1,0,2,8,3,0
-1.59495028271258,-0.3626828243195479,0.263576059282315,-0.03946444498571156,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,7,2,1,0,1,0,0,8,3,0
0.4768772262534372,-0.32458423500156514,-1.4186342077935157,-0.9131661488703536,0.7218105224823107,-0.3315550872342947,0.6163354305596446,1,2,1,0,0,1,0,3,1,0
-0.9357324389506656,-0.18499888620723154,-1.0581605791344089,1.1565361096652649,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,0,1,1,0,1,0,0,8,3,0
0.28852927089289016,-0.15281214695583226,-0.09689756937679153,0.3876786102467801,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,4,2,2,0,1,1,0,0,3,0
-0.9357324389506656,-0.05789410977568544,0.8643654403808259,-0.4743737375860666,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,9,2,1,0,1,0,2,8,3,0
-1.3124283496717597,-0.3837027356674005,0.023260306842910656,0.2634188123609643,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,7,2,1,0,1,0,2,8,3,0
-1.59495028271258,-0.5314989873319891,1.2248390690399324,-0.575334823368292,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,9,2,1,0,1,0,2,8,3,0
0.9477471146548048,-0.3285254683792875,-1.4186342077935157,-0.5831010607361554,0.3990202324502852,2.315066800711907,0.6163354305596446,1,1,0,0,1,0,0,3,0,0
-1.4066023273520332,0.05771540263750381,1.4651548214793366,-0.6258153662594046,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,1,2,0,0,0,1,0,5,3,0
-1.6891242603928538,-0.4474193419405787,1.705470573918741,0.1508083705269438,-0.5693506376457914,0.4274760957238613,2.3528870330232787,8,2,1,0,0,0,0,0,2,1
-0.8415584612703921,-0.3446188380049871,-1.2984763315738133,-0.7423089267773569,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,1,2,1,0,1,1,2,6,3,0
-0.464862550549298,-0.4470909058257685,0.6240496879414215,-0.21420478576264002,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,2,1,1,1,1,0,0,9,3,0
-0.7473844835901186,-0.4740226672402046,-0.9380027029147068,0.03431481000899154,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,1,1,0,0,1,0,2,8,3,0
0.9477471146548048,-0.4152326026891794,1.4651548214793366,-0.1171268186643464,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,9,1,1,0,1,0,2,8,3,0
-1.1240803943112123,-0.29929465416117995,-1.4186342077935157,-0.4122438386431588,-0.5693506376457914,0.5173613673899586,0.6163354305596446,4,1,2,0,0,0,0,1,0,0
-0.7473844835901186,-0.011584617587447686,-1.6589499602329196,-0.9248155049221488,1.367391102546362,-0.4114531064930479,-0.25194037067217256,9,2,1,0,1,0,0,3,3,0
0.1001813155323431,0.2071538348761433,0.5038918117217194,-0.6258153662594046,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,1,1,2,0,1,0,0,0,3,0
0.006007337852069585,-0.02669267886871673,1.8256284501384432,-0.8277375378238552,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,10,0,1,0,0,0,0,5,3,0
-0.653210505909845,-0.1377040856745632,1.5853126976990388,-0.6296984849433364,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,9,2,1,0,0,0,0,1,3,0
1.512790980736446,0.8423492809190637,-0.33721332181619584,-0.7656076388809473,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,1,1,0,0,0,0,10,3,0
-0.5590365282295715,-0.33443731844587105,1.3449969452596344,1.0128607183597906,4.272503712834592,-0.4114531064930479,-0.25194037067217256,9,2,1,0,0,0,0,1,3,1
0.5710512039337107,-0.05231069582391208,0.14341818306261284,-0.07441251314109723,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,1,1,1,0,1,0,0,0,3,0
0.5710512039337107,-0.4461055974813379,-0.33721332181619584,-0.7190102146737665,-0.2465603476137659,0.6471956486854328,2.3528870330232787,7,1,1,0,0,0,0,1,2,0
1.0419210923350783,-0.12226758827848395,0.6240496879414215,-0.6296984849433364,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,1,3,0
-1.4066023273520332,-0.4158894749187998,-0.33721332181619584,1.3739907559654423,-0.2465603476137659,3.074097983670063,1.050473331175553,0,2,1,0,1,0,0,8,1,0
1.512790980736446,-0.4474193419405787,-0.8178448266950046,-0.4316594320628176,1.367391102546362,-0.4114531064930479,-0.25194037067217256,4,1,1,0,1,0,2,8,3,0
-0.2765145951887509,0.8512170560189389,-0.6976869504753024,-0.22197102313050346,-0.5693506376457914,1.4162140840509327,1.050473331175553,0,2,2,0,1,0,0,3,0,0
-0.7473844835901186,-0.17251831384444405,1.4651548214793366,0.16634084526267076,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,7,1,1,0,1,0,0,5,3,0
-0.7473844835901186,-0.3915852024228452,-1.5387920840132177,0.2673019310448961,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,10,2,3,0,1,0,2,6,3,0
-1.4066023273520332,-0.4231150694446241,0.023260306842910656,0.6245488499666163,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,2,1,0,0,1,0,5,3,0
